 	Label	Area	Mean	StdDev	Min	Max	X	Y	Circ.	IntDen	Median	RawIntDen	Ch	Slice	AR	Round	Solidity
130	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0027-0001-0507:c:2/4 z:27/50 - Lightning 001/Mark_and_Find 001/Position010	152.266	40.884	43.924	0	255	90.786	71.817	0.896	6225.281	30	311047.000	2	27	1.142	0.876	0.983
131	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0027-0002-0594:c:2/4 z:27/50 - Lightning 001/Mark_and_Find 001/Position010	132.592	38.397	41.619	0	255	69.542	83.819	0.881	5091.090	28	254377.000	2	27	1.212	0.825	0.981
132	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0028-0001-0508:c:2/4 z:28/50 - Lightning 001/Mark_and_Find 001/Position010	164.475	43.412	44.771	0	255	90.733	72.005	0.899	7140.199	32	356761.000	2	28	1.121	0.892	0.983
133	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0028-0002-0593:c:2/4 z:28/50 - Lightning 001/Mark_and_Find 001/Position010	105.153	37.961	40.397	0	255	69.574	83.824	0.895	3991.744	29	199448.000	2	28	1.213	0.824	0.983
134	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0029-0001-0509:c:2/4 z:29/50 - Lightning 001/Mark_and_Find 001/Position010	170.799	41.284	43.134	0	255	90.651	72.118	0.896	7051.197	30	352314.000	2	29	1.094	0.914	0.983
135	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0030-0001-0510:c:2/4 z:30/50 - Lightning 001/Mark_and_Find 001/Position010	167.237	35.993	40.713	0	255	90.708	72.227	0.888	6019.397	26	300760.000	2	30	1.073	0.932	0.982
136	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0031-0001-0510:c:2/4 z:31/50 - Lightning 001/Mark_and_Find 001/Position010	161.533	34.207	40.462	0	255	90.684	72.186	0.890	5525.573	22	276086.000	2	31	1.089	0.918	0.982
137	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0032-0001-0511:c:2/4 z:32/50 - Lightning 001/Mark_and_Find 001/Position010	149.424	33.867	39.391	0	255	90.700	72.175	0.902	5060.509	22	252849.000	2	32	1.093	0.915	0.982
138	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0033-0001-0512:c:2/4 z:33/50 - Lightning 001/Mark_and_Find 001/Position010	132.532	34.570	37.833	0	255	90.664	72.300	0.885	4581.635	25	228922.000	2	33	1.116	0.896	0.981
139	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0034-0001-0513:c:2/4 z:34/50 - Lightning 001/Mark_and_Find 001/Position010	113.539	36.437	40.040	0	255	90.609	72.390	0.883	4137.005	27	206706.000	2	34	1.099	0.910	0.980
140	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0035-0001-0513:c:2/4 z:35/50 - Lightning 001/Mark_and_Find 001/Position010	87.881	35.501	37.343	0	235	90.750	72.487	0.889	3119.916	27	155887.000	2	35	1.091	0.916	0.978
141	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0001-0001-0433:c:3/4 z:1/50 - Lightning 001/Mark_and_Find 001/Position010	131.211	16.726	23.917	0	234	78.256	61.065	0.907	2194.670	8	109657.000	3	1	1.049	0.953	0.983
142	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0001-0002-0508:c:3/4 z:1/50 - Lightning 001/Mark_and_Find 001/Position010	182.007	19.462	25.867	0	255	101.022	71.900	0.895	3542.230	12	176988.000	3	1	1.134	0.882	0.985
143	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0001-0003-0604:c:3/4 z:1/50 - Lightning 001/Mark_and_Find 001/Position010	153.487	20.365	26.610	0	250	74.940	85.434	0.899	3125.740	13	156178.000	3	1	1.042	0.960	0.983
144	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0002-0001-0433:c:3/4 z:2/50 - Lightning 001/Mark_and_Find 001/Position010	94.766	15.174	23.276	0	240	78.040	61.175	0.898	1438.003	6	71850.000	3	2	1.085	0.922	0.978
145	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0002-0002-0507:c:3/4 z:2/50 - Lightning 001/Mark_and_Find 001/Position010	167.957	18.420	25.489	0	255	100.807	71.729	0.898	3093.837	11	154584.000	3	2	1.124	0.890	0.984
146	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0002-0003-0605:c:3/4 z:2/50 - Lightning 001/Mark_and_Find 001/Position010	128.570	19.054	24.609	0	255	74.886	85.639	0.898	2449.768	12	122403.000	3	2	1.056	0.947	0.981
147	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0003-0001-0506:c:3/4 z:3/50 - Lightning 001/Mark_and_Find 001/Position010	142.559	18.493	25.873	0	255	100.771	71.630	0.904	2636.398	11	131728.000	3	3	1.130	0.885	0.983
148	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0003-0002-0606:c:3/4 z:3/50 - Lightning 001/Mark_and_Find 001/Position010	96.647	19.131	25.871	0	255	74.956	85.789	0.904	1848.929	12	92382.000	3	3	1.105	0.905	0.979
149	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0004-0001-0505:c:3/4 z:4/50 - Lightning 001/Mark_and_Find 001/Position010	116.281	17.541	25.535	0	247	100.756	71.573	0.900	2039.702	10	101914.000	3	4	1.098	0.911	0.982
150	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0005-0001-0506:c:3/4 z:5/50 - Lightning 001/Mark_and_Find 001/Position010	83.498	18.295	25.028	0	230	100.867	71.550	0.907	1527.625	11	76328.000	3	5	1.054	0.949	0.980
151	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0010-0001-0379:c:3/4 z:10/50 - Lightning 001/Mark_and_Find 001/Position010	101.431	14.541	22.455	0	239	96.189	53.582	0.898	1474.888	6	73693.000	3	10	1.160	0.862	0.981
152	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0010-0002-0636:c:3/4 z:10/50 - Lightning 001/Mark_and_Find 001/Position010	80.356	13.800	19.378	0	182	93.378	90.292	0.894	1108.953	6	55409.000	3	10	1.103	0.907	0.978
153	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0011-0001-0377:c:3/4 z:11/50 - Lightning 001/Mark_and_Find 001/Position010	130.611	15.856	23.746	0	255	96.231	53.433	0.894	2070.964	8	103476.000	3	11	1.134	0.882	0.982
154	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0011-0002-0635:c:3/4 z:11/50 - Lightning 001/Mark_and_Find 001/Position010	111.057	14.980	21.724	0	214	93.321	90.117	0.896	1663.680	7	83126.000	3	11	1.087	0.920	0.981
155	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0012-0001-0376:c:3/4 z:12/50 - Lightning 001/Mark_and_Find 001/Position010	154.448	16.413	24.775	0	255	96.148	53.360	0.891	2534.888	8	126656.000	3	12	1.081	0.925	0.981
156	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0012-0002-0635:c:3/4 z:12/50 - Lightning 001/Mark_and_Find 001/Position010	130.391	16.750	22.930	0	205	93.277	89.987	0.902	2184.103	9	109129.000	3	12	1.098	0.910	0.983
157	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0013-0001-0376:c:3/4 z:13/50 - Lightning 001/Mark_and_Find 001/Position010	176.043	16.181	24.133	0	255	96.124	53.320	0.901	2848.606	8	142331.000	3	13	1.057	0.946	0.984
158	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0013-0002-0635:c:3/4 z:13/50 - Lightning 001/Mark_and_Find 001/Position010	147.323	17.347	23.143	0	214	93.256	90.005	0.906	2555.662	10	127694.000	3	13	1.080	0.926	0.984
159	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0014-0001-0375:c:3/4 z:14/50 - Lightning 001/Mark_and_Find 001/Position010	189.212	16.837	26.529	0	255	96.044	53.219	0.904	3185.842	7	159181.000	3	14	1.049	0.953	0.985
160	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0014-0002-0636:c:3/4 z:14/50 - Lightning 001/Mark_and_Find 001/Position010	159.891	16.917	22.499	0	245	93.219	90.001	0.903	2704.946	10	135153.000	3	14	1.072	0.933	0.984
161	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0015-0001-0375:c:3/4 z:15/50 - Lightning 001/Mark_and_Find 001/Position010	193.895	15.728	23.576	0	255	95.964	53.135	0.901	3049.526	7	152370.000	3	15	1.039	0.963	0.984
162	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0015-0002-0413:c:3/4 z:15/50 - Lightning 001/Mark_and_Find 001/Position010	101.571	13.214	19.594	0	185	71.959	58.380	0.904	1342.136	5	67060.000	3	15	1.109	0.901	0.980
163	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0015-0003-0636:c:3/4 z:15/50 - Lightning 001/Mark_and_Find 001/Position010	166.556	15.222	20.873	0	182	93.072	89.938	0.898	2535.348	8	126679.000	3	15	1.067	0.938	0.984
164	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0016-0001-0376:c:3/4 z:16/50 - Lightning 001/Mark_and_Find 001/Position010	198.438	16.844	24.989	0	255	95.941	53.118	0.898	3342.411	9	167004.000	3	16	1.025	0.976	0.983
165	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0016-0002-0414:c:3/4 z:16/50 - Lightning 001/Mark_and_Find 001/Position010	137.936	14.122	20.534	0	198	71.907	58.362	0.900	1947.918	6	97328.000	3	16	1.086	0.920	0.983
166	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0016-0003-0636:c:3/4 z:16/50 - Lightning 001/Mark_and_Find 001/Position010	169.598	14.370	20.559	0	255	92.939	89.965	0.907	2437.059	6	121768.000	3	16	1.055	0.948	0.985
167	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0017-0001-0376:c:3/4 z:17/50 - Lightning 001/Mark_and_Find 001/Position010	194.175	16.965	25.166	0	255	95.895	53.058	0.902	3294.257	9	164598.000	3	17	1.038	0.964	0.985
168	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0017-0002-0416:c:3/4 z:17/50 - Lightning 001/Mark_and_Find 001/Position010	168.077	13.402	20.929	0	220	71.847	58.578	0.902	2252.651	4	112554.000	3	17	1.074	0.931	0.985
169	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0017-0003-0637:c:3/4 z:17/50 - Lightning 001/Mark_and_Find 001/Position010	167.317	14.641	21.274	0	208	92.810	89.970	0.902	2449.708	6	122400.000	3	17	1.081	0.925	0.983
170	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0001-0375:c:3/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	184.068	16.507	23.858	0	255	95.876	53.066	0.903	3038.339	9	151811.000	3	18	1.030	0.971	0.984
171	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0002-0416:c:3/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	186.750	14.822	22.450	0	255	71.766	58.670	0.902	2768.050	6	138306.000	3	18	1.064	0.940	0.985
172	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0003-0591:c:3/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	88.562	14.858	21.246	0	238	69.496	83.797	0.897	1315.818	8	65745.000	3	18	1.183	0.845	0.980
173	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0004-0635:c:3/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	159.371	14.227	19.692	0	202	92.806	89.952	0.904	2267.441	7	113293.000	3	18	1.104	0.906	0.984
174	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0001-0374:c:3/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	165.295	17.175	25.018	0	255	95.804	53.099	0.914	2838.940	9	141848.000	3	19	1.039	0.963	0.985
175	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0002-0415:c:3/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	198.358	16.731	24.144	0	255	71.621	58.698	0.895	3318.674	8	165818.000	3	19	1.059	0.945	0.985
176	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0003-0591:c:3/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	118.343	16.294	22.454	0	204	69.616	83.688	0.898	1928.285	9	96347.000	3	19	1.145	0.873	0.982
177	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0004-0635:c:3/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	147.023	16.011	21.452	0	209	92.777	89.948	0.900	2354.042	9	117620.000	3	19	1.113	0.898	0.982
178	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0020-0001-0374:c:3/4 z:20/50 - Lightning 001/Mark_and_Find 001/Position010	143.600	15.912	24.311	0	255	95.577	53.126	0.902	2284.953	7	114168.000	3	20	1.028	0.972	0.982
179	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0020-0002-0415:c:3/4 z:20/50 - Lightning 001/Mark_and_Find 001/Position010	202.321	16.148	22.570	0	216	71.406	58.708	0.900	3267.138	9	163243.000	3	20	1.048	0.954	0.985
180	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0020-0003-0591:c:3/4 z:20/50 - Lightning 001/Mark_and_Find 001/Position010	141.619	14.493	20.936	0	233	69.617	83.662	0.896	2052.471	7	102552.000	3	20	1.108	0.902	0.984
181	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0020-0004-0635:c:3/4 z:20/50 - Lightning 001/Mark_and_Find 001/Position010	131.572	17.420	23.777	0	231	92.762	89.869	0.894	2292.018	10	114521.000	3	20	1.118	0.894	0.980
182	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0021-0001-0375:c:3/4 z:21/50 - Lightning 001/Mark_and_Find 001/Position010	118.963	15.388	21.952	0	248	95.650	53.133	0.890	1830.617	8	91467.000	3	21	1.031	0.970	0.979
183	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0021-0002-0416:c:3/4 z:21/50 - Lightning 001/Mark_and_Find 001/Position010	200.540	16.825	22.853	0	214	71.213	58.782	0.900	3374.133	10	168589.000	3	21	1.052	0.951	0.986
184	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0021-0003-0591:c:3/4 z:21/50 - Lightning 001/Mark_and_Find 001/Position010	158.050	14.845	20.280	0	200	69.550	83.669	0.893	2346.276	7	117232.000	3	21	1.134	0.882	0.983
185	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0021-0004-0635:c:3/4 z:21/50 - Lightning 001/Mark_and_Find 001/Position010	110.757	17.125	21.093	0	180	92.636	89.929	0.898	1896.763	11	94772.000	3	21	1.131	0.884	0.980
186	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0022-0001-0375:c:3/4 z:22/50 - Lightning 001/Mark_and_Find 001/Position010	86.060	16.784	24.219	0	255	95.832	53.028	0.868	1444.427	9	72171.000	3	22	1.091	0.916	0.976
187	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0022-0002-0416:c:3/4 z:22/50 - Lightning 001/Mark_and_Find 001/Position010	187.030	17.741	23.948	0	255	71.079	58.908	0.899	3318.054	10	165787.000	3	22	1.075	0.931	0.984
188	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0022-0003-0591:c:3/4 z:22/50 - Lightning 001/Mark_and_Find 001/Position010	169.318	14.901	22.218	0	198	69.549	83.669	0.892	2522.959	6	126060.000	3	22	1.166	0.858	0.984
189	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0022-0004-0635:c:3/4 z:22/50 - Lightning 001/Mark_and_Find 001/Position010	82.678	14.656	19.623	0	167	92.722	89.957	0.892	1211.725	8	60544.000	3	22	1.169	0.856	0.976
190	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0023-0001-0417:c:3/4 z:23/50 - Lightning 001/Mark_and_Find 001/Position010	164.174	16.702	21.906	0	216	70.926	59.050	0.906	2742.032	10	137006.000	3	23	1.085	0.921	0.985
191	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0023-0002-0591:c:3/4 z:23/50 - Lightning 001/Mark_and_Find 001/Position010	173.261	14.286	21.642	0	255	69.562	83.646	0.895	2475.246	6	123676.000	3	23	1.175	0.851	0.985
192	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0024-0001-0417:c:3/4 z:24/50 - Lightning 001/Mark_and_Find 001/Position010	138.016	17.439	23.099	0	237	70.824	59.348	0.899	2406.918	10	120262.000	3	24	1.106	0.905	0.982
193	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0024-0002-0504:c:3/4 z:24/50 - Lightning 001/Mark_and_Find 001/Position010	90.923	14.495	20.471	0	255	91.247	71.347	0.901	1317.979	7	65853.000	3	24	1.237	0.809	0.980
194	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0024-0003-0592:c:3/4 z:24/50 - Lightning 001/Mark_and_Find 001/Position010	172.300	14.827	21.575	0	255	69.512	83.641	0.884	2554.621	6	127642.000	3	24	1.176	0.850	0.983
195	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0025-0001-0419:c:3/4 z:25/50 - Lightning 001/Mark_and_Find 001/Position010	105.614	17.753	23.639	0	223	70.742	59.595	0.891	1875.007	11	93685.000	3	25	1.105	0.905	0.977
196	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0025-0002-0504:c:3/4 z:25/50 - Lightning 001/Mark_and_Find 001/Position010	113.959	14.681	20.495	0	184	91.109	71.462	0.906	1673.087	7	83596.000	3	25	1.176	0.851	0.982
197	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0025-0003-0591:c:3/4 z:25/50 - Lightning 001/Mark_and_Find 001/Position010	163.874	14.777	22.114	0	240	69.579	83.602	0.888	2421.529	7	120992.000	3	25	1.169	0.856	0.982
198	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0026-0001-0505:c:3/4 z:26/50 - Lightning 001/Mark_and_Find 001/Position010	134.594	15.213	21.563	0	210	90.883	71.637	0.898	2047.528	8	102305.000	3	26	1.149	0.871	0.983
199	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0026-0002-0592:c:3/4 z:26/50 - Lightning 001/Mark_and_Find 001/Position010	152.666	14.168	20.290	0	196	69.488	83.662	0.889	2163.028	6	108076.000	3	26	1.159	0.863	0.982
200	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0027-0001-0507:c:3/4 z:27/50 - Lightning 001/Mark_and_Find 001/Position010	152.266	15.804	21.165	0	251	90.786	71.817	0.896	2406.398	9	120236.000	3	27	1.142	0.876	0.983
201	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0027-0002-0594:c:3/4 z:27/50 - Lightning 001/Mark_and_Find 001/Position010	132.592	14.292	20.866	0	255	69.542	83.819	0.881	1895.061	6	94687.000	3	27	1.212	0.825	0.981
202	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0028-0001-0508:c:3/4 z:28/50 - Lightning 001/Mark_and_Find 001/Position010	164.475	16.479	21.985	0	210	90.733	72.005	0.899	2710.410	10	135426.000	3	28	1.121	0.892	0.983
203	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0028-0002-0593:c:3/4 z:28/50 - Lightning 001/Mark_and_Find 001/Position010	105.153	15.072	21.945	0	255	69.574	83.824	0.895	1584.905	7	79190.000	3	28	1.213	0.824	0.983
204	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0029-0001-0509:c:3/4 z:29/50 - Lightning 001/Mark_and_Find 001/Position010	170.799	14.544	19.976	0	215	90.651	72.118	0.896	2484.072	7	124117.000	3	29	1.094	0.914	0.983
205	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0030-0001-0510:c:3/4 z:30/50 - Lightning 001/Mark_and_Find 001/Position010	167.237	13.863	19.447	0	215	90.708	72.227	0.888	2318.457	6	115842.000	3	30	1.073	0.932	0.982
206	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0031-0001-0510:c:3/4 z:31/50 - Lightning 001/Mark_and_Find 001/Position010	161.533	13.428	19.565	0	220	90.684	72.186	0.890	2169.032	5	108376.000	3	31	1.089	0.918	0.982
207	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0032-0001-0511:c:3/4 z:32/50 - Lightning 001/Mark_and_Find 001/Position010	149.424	14.421	20.555	0	253	90.700	72.175	0.902	2154.903	7	107670.000	3	32	1.093	0.915	0.982
208	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0033-0001-0512:c:3/4 z:33/50 - Lightning 001/Mark_and_Find 001/Position010	132.532	14.678	19.995	0	236	90.664	72.300	0.885	1945.276	8	97196.000	3	33	1.116	0.896	0.981
209	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0034-0001-0513:c:3/4 z:34/50 - Lightning 001/Mark_and_Find 001/Position010	113.539	16.672	21.219	0	231	90.609	72.390	0.883	1892.980	11	94583.000	3	34	1.099	0.910	0.980
210	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0035-0001-0513:c:3/4 z:35/50 - Lightning 001/Mark_and_Find 001/Position010	87.881	15.365	19.985	0	168	90.750	72.487	0.889	1350.282	9	67467.000	3	35	1.091	0.916	0.978
